plateid, locationid, ra, dec, apgver, vdone, vplan, SN, history
8266, 5121, 206.0109, -0.0778, 111, 6, 6, 28233.9595, 57057,57060,57096,57110,57113,57092,
8267, 5121, 206.0109, -0.0778, 211, 6, 6, 24219.8975, 57120,57137,57114,57123,57093,
8268, 5122, 192.0836, 12.146, 111, 6, 6, 26183.9736, 57121,57059,57062,57141,57114,57118,
8269, 5122, 192.0836, 12.146, 211, 6, 6, 25132.7685, 57122,57060,57064,57167,57142,57148,
8270, 5109, 177.0831, 1.2264, 211, 6, 6, 22289.2421, 57417,57410,
8271, 5118, 227.9, 67.11, 111, 17, 6, 74759.8336, 57061,57037,57109,57081,57082,57087,
8309, 2119, 209.60881, 53.01881, 100, 5, 1, 17872.059, NOT,OBSERVED
8310, 2120, 179.27495, 22.686079, 100, 4, 1, 10144.9952, NOT,OBSERVED
8311, 2121, 203.8385, 22.689505, 100, 3, 1, 12439.9195, NOT,OBSERVED
8312, 2122, 246.21668, 40.560646, 100, 6, 1, 21236.7015, 57160,
8313, 2123, 241.03807, 41.225262, 100, 2, 1, 5328.4633, 57165,57166,
8314, 2124, 242.56232, 39.37471, 100, 0, 1, 0.0, NOT,OBSERVED
8315, 2125, 236.11429, 38.680878, 100, 1, 1, 1730.9361, 57185,
8316, 2126, 183.52489, 32.901333, 100, 0, 1, 0.0, NOT,OBSERVED
8317, 2127, 193.52957, 43.565983, 100, 2, 1, 8651.9864, 57077,57079,
8318, 2128, 196.72788, 46.083534, 100, 2, 1, 5887.3214, 57149,57150,
8319, 2129, 200.56491, 48.548122, 100, 4, 1, 10519.4377, 57072,57067,57070,57071,
8320, 2130, 205.93571, 22.772198, 100, 2, 1, 5918.0813, 57153,57159,
8321, 2131, 196.96155, 29.230946, 100, 0, 1, 0.0, NOT,OBSERVED
8322, 2132, 199.58475, 31.220253, 100, 4, 1, 9765.7311, NOT,OBSERVED
8323, 2133, 196.45143, 35.153843, 100, 4, 1, 6756.0456, NOT,OBSERVED
8324, 2134, 198.93376, 46.572834, 100, 0, 1, 0.0, NOT,OBSERVED
8325, 2135, 211.16605, 47.027973, 100, 1, 1, 5767.3524, 57130,
8326, 2136, 214.91866, 46.89603, 100, 2, 1, 11606.2797, 57108,57109,
8327, 2137, 203.92392, 45.160439, 100, 0, 1, 0.0, NOT,OBSERVED
8328, 2138, 210.06712, 45.235596, 100, 0, 1, 0.0, NOT,OBSERVED
8329, 2139, 213.06078, 44.993359, 100, 4, 1, 9389.3803, 57072,57073,57082,57079,
8330, 2140, 203.98724, 39.203312, 100, 0, 1, 0.0, NOT,OBSERVED
8331, 2141, 205.4402, 42.441128, 100, 1, 1, 6604.997, 57535,
8332, 2142, 208.4962, 42.699459, 100, 0, 1, 0.0, NOT,OBSERVED
8333, 2143, 214.97855, 42.742558, 100, 3, 1, 5204.6532, 57460,57461,57462,
8334, 2144, 212.82658, 40.306328, 100, 0, 1, 0.0, NOT,OBSERVED
8335, 2145, 216.38036, 40.526981, 100, 1, 1, 5535.3939, 57162,
8336, 2146, 210.59471, 37.857967, 100, 0, 1, 0.0, NOT,OBSERVED
8337, 2147, 214.05023, 38.162121, 100, 0, 1, 0.0, NOT,OBSERVED
8338, 2148, 172.37175, 22.706139, 100, 1, 1, 5160.8378, 57402,
8339, 2149, 158.30002, 42.736076, 100, 0, 1, 0.0, NOT,OBSERVED
8340, 2150, 165.25699, 44.305809, 100, 0, 1, 0.0, NOT,OBSERVED
8341, 2151, 190.40399, 45.749218, 100, 2, 1, 10444.2619, 57072,57073,
8342, 2152, 184.91954, 44.233536, 100, 0, 1, 0.0, NOT,OBSERVED
8343, 2153, 179.43164, 44.396317, 100, 0, 1, 0.0, NOT,OBSERVED
8344, 2154, 166.56116, 45.546619, 100, 0, 1, 0.0, NOT,OBSERVED
8346, 5123, 159.5217, 24.6866, 111, 6, 6, 28898.9966, 57026,57028,57004,57058,57007,57055,
8347, 5123, 159.5217, 24.6866, 211, 7, 6, 34149.4927, 57056,57059,57029,57062,57006,57091,57081,
8348, 5124, 177.5858, 34.449, 111, 6, 6, 26243.3318, 57003,
8349, 5124, 177.5858, 34.449, 211, 6, 6, 28945.8905, 57029,
8350, 5109, 177.0831, 1.2264, 321, 6, 6, 28469.5791, 57440,57444,57418,57412,57447,
8351, 5118, 227.9, 67.11, 211, 6, 6, 23652.1765, 57088,57027,57093,57063,57066,57117,
8352, 5124, 177.5858, 34.449, 111, 6, 6, 26243.3318, 57172,57175,57028,57149,57143,
8353, 5124, 177.5858, 34.449, 211, 6, 6, 28945.8905, 57409,57171,57412,57390,57415,
8354, 5109, 177.0831, 1.2264, 321, 6, 6, 28469.5791, 57436,
8438, 2155, 148.91475, 17.718769, 100, 1, 1, 5600.2334, NOT,OBSERVED
8439, 2156, 143.34209, 49.924927, 100, 2, 1, 10806.0477, 57104,57098,
8440, 2157, 135.83165, 40.912552, 100, 1, 1, 7063.7215, 57097,
8441, 2158, 223.912, 38.211063, 100, 0, 1, 0.0, NOT,OBSERVED
8442, 2159, 199.1324, 31.842836, 100, 2, 1, 4660.3432, NOT,OBSERVED
8443, 2160, 207.0314, 25.435425, 100, 2, 1, 6961.7956, NOT,OBSERVED
8444, 2161, 202.07672, 32.769474, 100, 3, 1, 4894.1486, NOT,OBSERVED
8445, 2162, 205.77237, 35.078526, 100, 2, 1, 6713.6914, NOT,OBSERVED
8446, 2163, 205.29097, 36.681969, 100, 3, 1, 5855.2994, NOT,OBSERVED
8447, 2164, 206.96179, 39.524849, 100, 3, 1, 8579.3546, 57137,57134,57135,
8448, 2165, 165.73773, 21.917425, 100, 2, 1, 5488.2499, 57129,57123,
8449, 2166, 168.71532, 22.543179, 100, 2, 1, 4865.779, 57401,57402,
8450, 2167, 171.38032, 22.263344, 100, 1, 1, 5306.9831, 57405,
8451, 2168, 165.28032, 42.092697, 100, 1, 1, 4332.2813, 57104,
8452, 2169, 156.20404, 47.108143, 100, 3, 1, 8530.925, 57120,57121,57107,
8453, 2170, 152.72844, 47.376312, 100, 1, 1, 8526.7407, 57106,
8454, 2171, 154.11221, 45.352631, 100, 1, 1, 5254.5466, 57404,
8455, 2172, 156.42908, 40.496143, 100, 1, 1, 5606.7474, 57399,
8456, 2173, 150.60109, 45.440105, 100, 2, 1, 4881.2066, 57368,57367,
8457, 2174, 155.49802, 37.544655, 100, 3, 1, 7691.4971, NOT,OBSERVED
8458, 2175, 146.81184, 45.537117, 100, 5, 1, 8293.256, 57368,57372,57365,57366,57367,
8459, 2176, 148.60706, 43.236012, 100, 2, 1, 7323.2417, 57096,57093,
8460, 2177, 153.95287, 36.077007, 100, 0, 1, 0.0, NOT,OBSERVED
8461, 2178, 145.42885, 43.299976, 100, 2, 1, 6064.7745, 57362,57364,
8462, 2179, 144.71037, 37.057007, 100, 2, 1, 5266.8377, 57400,57401,
8463, 2180, 181.83727, 32.226841, 100, 0, 1, 0.0, NOT,OBSERVED
8464, 2181, 187.06728, 45.228348, 100, 2, 1, 8851.4037, 57152,57153,
8465, 2182, 197.27946, 48.274429, 100, 1, 1, 5922.5997, 57127,
8466, 2183, 169.8421, 45.350517, 100, 1, 1, 6633.3658, 57151,
8467, 5119, 156.25, 15.0499, 211, 6, 6, 26438.3674, 57088,57120,57092,57109,57114,57083,57117,
8468, 5125, 242.8204, 23.5698, 111, 7, 6, 26444.748, 57122,57116,57167,57168,57119,57148,57151,
8469, 5125, 242.8204, 23.5698, 211, 8, 6, 22840.4852, 57121,57411,57414,57169,57172,57175,57204,57178,
8470, 5119, 156.25, 15.0499, 321, 6, 6, 29534.0335, 57093,57110,57087,57142,57115,57119,
8471, 5119, 156.25, 15.0499, 421, 8, 6, 42665.7276, 57409,57443,57415,57389,57169,57170,57143,57436,
8472, 5126, 147.25, 38.0999, 111, 7, 6, 21601.2216, 57120,57091,57094,57137,57109,57113,57117,
8473, 5126, 147.25, 38.0999, 211, 6, 6, 26843.8858, 57092,57141,57110,57144,57113,57119,
8474, 5126, 147.25, 38.0999, 321, 7, 6, 19849.9946, 57121,57357,57360,57141,57110,57144,57115,
8475, 5126, 147.25, 38.0999, 421, 6, 6, 24273.334, 57410,57413,57416,57389,57142,57433,
8476, 5010, 294.1249, 46.0047, 100, 18, 18, 78767.2393, 57121,57202,57554,57113,57469,
8477, 5028, 268.5792, -1.4513, 210, 3, 3, 13818.5746, 57153,57123,57117,
8478, 5068, 222.5, -7.1, 222, 8, 6, 26478.1862, 57152,57440,57122,57123,57448,57168,57443,57175,
8481, 2184, 238.33997, 54.7925, 100, 1, 1, 5440.9516, 57131,
8482, 2185, 243.64273, 49.392689, 100, 4, 1, 9494.7166, 57160,57156,57110,57159,
8483, 2186, 246.27148, 48.380947, 100, 2, 1, 6182.0309, 57109,57110,
8484, 2187, 247.3302, 45.480019, 100, 3, 1, 7839.8661, 57137,57133,57135,
8485, 2188, 234.06426, 48.589874, 100, 1, 1, 6321.6494, 57132,
8486, 2189, 237.48112, 47.530334, 100, 3, 1, 5769.9728, 57137,57141,57153,
8487, 2190, 239.59103, 47.048126, 100, 0, 1, 0.0, NOT,OBSERVED
8488, 2191, 235.457, 46.407185, 100, 0, 1, 0.0, NOT,OBSERVED
8546, 2195, 237.52469, 51.432472, 100, 0, 1, 0.0, NOT,OBSERVED
8547, 2198, 217.62039, 53.125378, 100, 1, 1, 5499.1779, 57462,
8548, 2199, 244.24295, 47.077076, 100, 3, 1, 7213.2983, 57129,57126,57127,
8549, 2203, 242.38037, 45.723175, 100, 3, 1, 7839.3041, 57129,57130,57127,
8550, 2204, 247.99617, 39.16011, 100, 2, 1, 5741.2848, 57162,57164,
8551, 2205, 233.68874, 45.279743, 100, 1, 1, 7207.7589, 57133,
8552, 2207, 227.7598, 44.170094, 100, 1, 1, 5336.0721, 57129,
8553, 2209, 233.95041, 56.6525, 100, 1, 1, 5564.7165, 57519,
8554, 2210, 183.31792, 36.104958, 100, 3, 1, 5543.4082, 57152,57153,57159,
8555, 2211, 245.39018, 43.855339, 100, 2, 1, 6033.2793, 57131,57132,
8556, 5128, 258.9004, -24.5613, 100, 9, 12, 26155.6314581, 57480,57171,57524,57557,57500,57533,
8557, 5129, 255.3518, -22.2382, 110, 9, 6, 22767.3141, 57473,57552,57168,57555,57498,
8558, 5129, 255.3518, -22.2382, 210, 6, 6, 22273.0847, 57474,57553,57169,57556,57499,
8559, 5130, 265.9106, -24.934278, 100, 1, 1, 4168.7089, NOT,OBSERVED
8560, 5021, 291.5541, 38.1605, 100, 18, 18, 77379.7047, 57264,
8561, 2212, 239.67322, 52.737274, 100, 0, 1, 0.0, NOT,OBSERVED
8562, 2213, 242.94878, 51.399464, 100, 0, 1, 0.0, NOT,OBSERVED
8563, 2215, 240.89716, 50.139629, 100, 0, 1, 0.0, NOT,OBSERVED
8564, 2216, 239.02638, 48.665039, 100, 0, 1, 0.0, NOT,OBSERVED
8565, 2217, 241.36281, 48.131229, 100, 0, 1, 0.0, NOT,OBSERVED
8566, 2075, 114.58011, 40.820164, 200, 3, 1, 7088.166, 57312,57332,57310,
8567, 2081, 119.44164, 48.905083, 200, 4, 1, 6036.2967, 57306,57307,57308,57309,
8568, 2174, 155.49802, 37.544655, 100, 3, 1, 7691.4971, 57400,57401,57399,
8569, 2059, 10.264497, 14.884697, 200, 0, 1, 0.0, NOT,OBSERVED
8570, 2063, 22.484497, 14.34465, 200, 0, 1, 0.0, NOT,OBSERVED
8575, 5013, 284.2792, 41.1869, 100, 1, 1, 4689.3293, 57141,
8576, 5092, 229.225, 1.065, 531, 3, 3, 11787.2785, 57144,57169,57141,
8577, 5092, 229.225, 1.065, 631, 3, 3, 14953.9805, 57171,57148,57143,
8578, 5093, 251.809, -1.949, 210, 2, 1, 6757.2873, 57148,57151,
8579, 5010, 294.1249, 46.0047, 100, 18, 18, 78767.2393, 57528,57172,57174,57496,57178,
8580, 5021, 291.5541, 38.1605, 100, 18, 18, 77379.7047, 57471,57142,57199,
8581, 5121, 206.0109, -0.0778, 211, 6, 6, 24219.8975, 57142,
8582, 5128, 258.9004, -24.5613, 100, 9, 12, 26155.6314581, NOT,OBSERVED
8583, 5129, 255.3518, -22.2382, 110, 9, 6, 22767.3141, NOT,OBSERVED
8584, 5129, 255.3518, -22.2382, 210, 6, 6, 22273.0847, NOT,OBSERVED
8585, 5130, 265.9106, -24.934278, 100, 1, 1, 4168.7089, 57142,
8586, 5021, 291.5541, 38.1605, 100, 18, 18, 77379.7047, NOT,OBSERVED
8588, 2218, 250.00574, 39.370647, 100, 2, 1, 5883.7601, 57194,57195,
8589, 2219, 226.45065, 55.955765, 100, 0, 1, 0.0, NOT,OBSERVED
8590, 2220, 235.90141, 53.627502, 100, 0, 1, 0.0, NOT,OBSERVED
8591, 2221, 213.29048, 53.21526, 100, 2, 1, 6489.1886, 57434,57435,
8592, 2222, 222.04085, 52.811707, 100, 3, 1, 7851.3108, 57452,57436,57453,
8593, 2223, 226.31412, 52.393826, 100, 0, 1, 0.0, NOT,OBSERVED
8594, 2224, 235.64635, 50.07885, 100, 0, 1, 0.0, NOT,OBSERVED
8595, 2225, 219.79367, 50.930901, 100, 3, 1, 6468.3506, 57465,57466,57467,
8596, 2226, 230.6951, 49.827564, 100, 0, 1, 0.0, NOT,OBSERVED
8597, 2227, 224.92824, 48.596977, 100, 3, 1, 4917.8616, 57506,57507,57495,
8598, 2228, 228.67456, 48.168591, 100, 0, 1, 0.0, NOT,OBSERVED
8599, 2229, 232.36556, 47.301189, 100, 0, 1, 0.0, NOT,OBSERVED
8600, 2230, 244.44629, 42.568588, 100, 3, 1, 5863.5939, 57458,57459,57460,
8601, 2231, 249.38875, 40.556175, 100, 1, 1, 8079.9822, 57192,
8602, 2232, 247.10927, 38.703705, 100, 3, 1, 5473.8221, 57436,57195,57196,
8603, 2233, 247.26537, 39.419609, 100, 2, 1, 5662.45202297, 57190,57191,
8604, 2234, 246.44997, 39.040272, 100, 2, 1, 5968.41728094, 57185,57186,
8605, 2235, 228.44076, 57.59692, 100, 0, 1, 0.0, NOT,OBSERVED
8606, 2236, 254.51161, 36.668968, 100, 2, 1, 5910.256, 57164,57165,
8607, 2237, 239.46213, 14.877254, 100, 0, 1, 0.0, NOT,OBSERVED
8608, 2238, 240.42346, 16.077049, 100, 0, 1, 0.0, NOT,OBSERVED
8609, 2239, 247.04729, 14.574006, 100, 0, 1, 0.0, NOT,OBSERVED
8610, 2240, 256.6843, 60.697472, 100, 0, 1, 0.0, NOT,OBSERVED
8611, 2241, 260.8042, 60.988289, 100, 4, 1, 9759.7014, 57271,57171,57267,57269,
8612, 2242, 253.6524, 38.446701, 100, 2, 1, 7778.1884, 57192,57194,
8613, 2243, 255.03723, 34.78595, 100, 3, 1, 4926.8018, 57515,57516,57517,
8614, 2244, 256.53345, 35.622395, 100, 0, 1, 0.0, NOT,OBSERVED
8615, 2245, 320.59307, 3.773148e-11, 100, 3, 1, 6711.2797, 57271,57269,57255,
8616, 2247, 322.96314, 0.010652, 100, 3, 1, 7456.9634, 57274,57277,57278,
8617, 2248, 325.36307, 5.095104e-10, 100, 0, 1, 0.0, NOT,OBSERVED
8618, 2249, 318.4645, 10.538037, 100, 1, 1, 4735.6096, 57196,
8619, 2250, 323.7345, 11.440488, 100, 4, 1, 10784.3774, NOT,OBSERVED
8620, 2251, 329.5345, 12.195911, 100, 0, 1, 0.0, NOT,OBSERVED
8621, 2252, 350.82849, 14.563378, 100, 0, 1, 0.0, NOT,OBSERVED
8622, 2253, 350.4845, 14.538063, 100, 0, 1, 0.0, NOT,OBSERVED
8623, 2254, 310.73498, 0.04557, 100, 4, 1, 12178.7819, 57280,57281,57284,57279,
8624, 2255, 261.79694, 59.190521, 100, 1, 1, 4859.3783, 57579,
8625, 2256, 260.10928, 56.731812, 100, 2, 1, 8092.9425, 57572,57573,
8626, 2257, 263.23642, 56.784687, 100, 3, 1, 9694.8744, 57274,57277,57278,
8627, 5118, 227.9, 67.11, 321, 6, 6, 23600.6208, 57173,
8628, 5118, 227.9, 67.11, 421, 6, 6, 27312.3068, 57472,57445,57449,57204,57178,57468,
8629, 5010, 294.1249, 46.0047, 100, 18, 18, 78767.2393, 57319,
8630, 5021, 291.5541, 38.1605, 100, 18, 18, 77379.7047, 57562,
8631, 5021, 291.5541, 38.1605, 100, 18, 18, 77379.7047, 57498,57554,57527,
8632, 5118, 227.9, 67.11, 321, 6, 6, 23600.6208, 57416,57441,57444,57205,57447,
8634, 5131, 240.4999, 6.1666, 111, 3, 3, 13268.1607, 57442,57468,57445,
8635, 5131, 240.4999, 6.1666, 211, 3, 3, 11730.3989, 57443,57470,
8636, 5131, 240.4999, 6.1666, 321, 5, 6, 22892.0553, 57560,
8637, 5132, 271.5123, -8.6512, 110, 4, 3, 10690.7239, 57488,57482,57538,57534,
8638, 5132, 271.5123, -8.6512, 210, 4, 3, 11528.5064, 57536,57483,57492,57557,
8639, 5131, 240.4999, 6.1666, 111, 3, 3, 13268.1607, NOT,OBSERVED
8640, 5131, 240.4999, 6.1666, 211, 3, 3, 11730.3989, 57446,
8651, 2277, 313.69307, -1.57549989658e-12, 100, 0, 1, 0.0, NOT,OBSERVED
8652, 2278, 330.16307, -3.03433931323e-09, 100, 0, 1, 0.0, NOT,OBSERVED
8653, 2279, 348.85307, 2.80457623552e-05, 100, 0, 1, 0.0, NOT,OBSERVED
8654, 2280, 354.69307, 0.000317514986024, 100, 0, 1, 0.0, NOT,OBSERVED
8655, 2281, 357.11307, -0.00022776887043, 100, 4, 1, 6574.6738, 57281,57284,57309,57279,
8656, 2282, 6.84307, -0.0531337890697, 100, 4, 1, 7801.242, NOT,OBSERVED
8657, 2283, 9.85307, 0.00657942209309, 100, 5, 1, 6903.6655, NOT,OBSERVED
8658, 5133, 341.6281, 24.766, 100, 3, 3, 14399.6784, NOT,OBSERVED
8659, 5135, 12.0836, -12.1459, 100, 4, 3, 10644.1847, 57377,
8660, 5136, 26.0918, -18.3741, 100, 3, 3, 10997.2985, 57323,57349,
8661, 5137, 16.3906, 2.6778, 100, 3, 3, 10848.0693, NOT,OBSERVED
8662, 5138, 34.4292, -5.2669, 100, 3, 3, 14156.0686, 57327,
8663, 5139, 41.0376, -12.7976, 100, 3, 3, 15759.6167, 57329,57349,57295,
8664, 5134, 319.5814, 32.1493, 110, 4, 3, 9115.0069, 57566,
8665, 5103, 60.3243, 36.8567, 200, 3, 3, 17089.6008, 57297,57322,57294,
8666, 5104, 71.3521, 33.2303, 200, 4, 3, 13057.0954, 57410,57407,
8667, 5132, 271.5123, -8.6512, 320, 4, 3, 9801.1725, 57499,57493,
8668, 5003, 282.5456, 47.4204, 200, 1, 1, 5006.7419, 57294,
8669, 5003, 282.5456, 47.4204, 300, 1, 1, 4156.0643, 57295,
8670, 5005, 291.9041, 48.4365, 200, 4, 1, 5737.1944, 57512,57513,57510,57511,
8671, 5006, 288.4125, 46.8752, 300, 2, 1, 5833.5776, 57501,57502,
8672, 5006, 288.4125, 46.8752, 400, 2, 1, 4582.7988, 57504,57503,
8673, 5008, 281.9166, 43.4529, 200, 1, 1, 4517.5659, 57475,
8674, 5010, 294.1249, 46.0047, 300, 6, 1, 7364.2656, 57519,57520,57521,57522,57524,57561,
8675, 5011, 290.6749, 44.4662, 200, 4, 1, 5569.99, 57515,57516,57517,57518,
8676, 5018, 286.4874, 38.9081, 200, 1, 1, 5442.2026, 57533,
8677, 5152, 315.1348, 55.3166, 110, 4, 3, 9617.5074, 57544,57537,57568,57565,
8678, 5153, 328.3787, 46.634, 110, 3, 3, 16597.318, 57347,57323,57350,
8679, 5141, 333.426, 41.8427, 110, 3, 3, 13362.63, 57348,
8680, 5149, 65.9356, 60.9641, 100, 3, 3, 17744.9987, 57328,57324,57350,
8681, 5150, 48.5932, 48.3652, 100, 4, 3, 14945.4867, 57321,57347,57324,57350,
8682, 5151, 87.9844, 42.4485, 100, 4, 3, 10424.9516, 57321,57322,57346,57327,
8683, 5142, 21.3023, 1.7479, 100, 3, 3, 14044.8407, NOT,OBSERVED
8684, 5143, 9.8386, 32.8029, 100, 3, 3, 15642.6037, NOT,OBSERVED
8685, 5144, 51.03, 20.1315, 100, 3, 3, 12950.4613, 57408,
8686, 5145, 60.6339, 11.0124, 100, 3, 3, 12038.3351, 57329,57358,
8687, 5146, 348.8129, 42.4884, 100, 3, 3, 13961.9261, 57345,57349,57375,
8688, 5140, 314.1648, 36.1402, 110, 3, 3, 14589.5304, 57565,
8689, 5140, 314.1648, 36.1402, 210, 4, 3, 13790.8988, 57560,57539,57558,57535,
8690, 5154, 330.0037, 55.0498, 110, 3, 3, 13864.9018, 57322,57346,57349,
8691, 5154, 330.0037, 55.0498, 210, 4, 3, 11551.5022, 57557,57565,
8692, 5154, 330.0037, 55.0498, 320, 3, 3, 10112.4206, 57566,57559,
8693, 5154, 330.0037, 55.0498, 420, 3, 3, 16093.7911, NOT,OBSERVED
8694, 5147, 291.7, 0.92, 110, 2, 1, 4070.5502, 57561,57562,
8695, 5147, 291.7, 0.92, 210, 1, 1, 6222.142, NOT,OBSERVED
8696, 5073, 306.3151, 58.9476, 210, 3, 3, 14537.7223, 57538,57323,57534,
8697, 5040, 340.2536, 44.9861, 210, 3, 3, 11810.5479, 57321,57324,57348,
8698, 5041, 313.497, 63.7074, 210, 5, 3, 12854.6925, 57322,57555,57558,57542,57535,
8699, 5096, 344.3123, 59.7467, 210, 3, 3, 16814.095, NOT,OBSERVED
8700, 5052, 4.8137, 68.6883, 300, 3, 3, 12626.8008, 57346,57327,57319,
8701, 5052, 4.8137, 68.6883, 400, 3, 3, 11502.71, 57328,57347,57374,
8702, 5097, 7.536, 56.7504, 300, 3, 3, 12484.3136, 57378,57348,57374,
8703, 5097, 7.536, 56.7504, 400, 3, 3, 13884.1155, 57407,57404,57375,
8704, 5079, 65.668, 41.1921, 200, 3, 3, 11966.5844, 57328,57331,57356,
8705, 5081, 78.7065, 48.9304, 200, 3, 3, 11257.171, 57328,57323,57349,
8706, 5110, 322.493, 12.1671, 321, 4, 3, 20943.8634, 57561,
8707, 5155, 96.2087, -4.5822, 100, 4, 3, 10785.5344, 57321,57322,57347,57327,
8708, 5156, 277.9979, 3.6788, 110, 3, 3, 13415.3691, 57528,57555,57532,
8709, 2284, 134.41357, 57.604214, 100, 2, 1, 4999.157, NOT,OBSERVED
8710, 2285, 117.93005, 50.242386, 100, 1, 1, 3608.0468, 57432,
8711, 2286, 119.11588, 51.831303, 100, 1, 1, 5417.3333, 57429,
8712, 2287, 120.83215, 54.122459, 100, 1, 1, 4877.4739, 57430,
8713, 2288, 116.96326, 39.215267, 100, 1, 1, 7008.3567, 57339,
8714, 2289, 119.05139, 46.202419, 100, 1, 1, 5740.1867, 57428,
8715, 2290, 120.18686, 50.917477, 100, 2, 1, 6974.7745, 57372,57373,
8716, 2291, 121.89007, 53.129704, 100, 2, 1, 5375.7202, 57424,57423,
8717, 2292, 118.1508, 35.730598, 100, 3, 1, 6044.6015, 57424,57425,57423,
8718, 2293, 120.72392, 44.797794, 100, 2, 1, 8925.8555, 57363,57364,
8719, 2294, 121.48567, 46.959724, 100, 1, 1, 5570.9546, 57362,
8720, 2295, 122.3131, 49.592926, 100, 1, 1, 7177.879, 57431,
8721, 2296, 134.67456, 55.112095, 100, 1, 1, 5664.4222, 57364,
8722, 2297, 125.78135, 50.379318, 100, 3, 1, 6607.6576, NOT,OBSERVED
8723, 2298, 128.0051, 54.600712, 100, 1, 1, 5809.4727, NOT,OBSERVED
8724, 2299, 131.16264, 54.829193, 100, 2, 1, 5670.4999, 57427,57428,
8725, 2300, 126.75287, 46.005997, 100, 3, 1, 7479.7363, 57365,57366,57367,
8726, 2301, 116.28662, 22.475866, 100, 2, 1, 6129.4591, 57425,57340,
8727, 2302, 55.722212, -6.345391, 100, 4, 1, 8687.4032, NOT,OBSERVED
8728, 2303, 58.642212, -5.890421, 100, 4, 1, 7230.225, 57336,57338,57339,57335,
8773, 5148, 68.3459, 0.5336, 100, 3, 3, 11283.4269, 57348,57406,57358,
8774, 5114, 80.0, 24.5, 321, 7, 6, 36712.4737, 57409,57410,57415,57357,57359,
8775, 5091, 97.3917, -31.3333, 200, 0, 3, 0.0, NOT,OBSERVED
8776, 5160, 65.8036, 18.3969, 110, 1, 1, 4725.0208, 57348,
8777, 5160, 65.8036, 18.3969, 210, 1, 1, 4579.86, 57357,
8778, 5161, 63.3794, 23.6181, 110, 1, 1, 9020.5916, 57349,
8779, 5161, 63.3794, 23.6181, 210, 2, 1, 14224.6885, 57356,57357,
8780, 5162, 59.2245, 25.0342, 110, 2, 1, 7601.069, 57345,57346,
8781, 5162, 59.2245, 25.0342, 210, 2, 1, 8598.2431, 57347,57348,
8782, 5159, 100.84113, -0.885629, 100, 3, 3, 12533.7559, 57377,57349,57350,
8794, 5127, 126.5, 0.1666, 111, 6, 6, 25423.9413, 57409,57412,57415,57418,57389,57405,
8795, 5127, 126.5, 0.1666, 211, 6, 6, 23023.4178, 57410,57413,57416,57391,57433,57436,
8796, 5098, 193.8819, 42.105, 321, 9, 6, 37991.6902, 57440,57409,57410,57443,57414,57417,57462,57465,57405,
8797, 5098, 193.8819, 42.105, 421, 6, 6, 31607.0706, 57473,57412,57446,57415,57418,57502,
8798, 5124, 177.5858, 34.449, 321, 3, 6, 11837.7489, 57416,
8799, 5124, 177.5858, 34.449, 421, 6, 6, 26452.0536, 57492,57469,
8800, 5067, 11.86667, 85.305, 200, 6, 1, 22961.2282, NOT,OBSERVED
8801, 5165, 178.6976, 19.6108, 111, 6, 6, 28442.5942, 57411,57414,57446,57417,57390,57464,
8802, 5165, 178.6976, 19.6108, 211, 6, 6, 21268.3584, 57475,57476,57414,57495,57466,57498,
8803, 5166, 103.3465, -0.9506, 100, 4, 3, 10530.7965, 57408,57377,57412,57415,
8804, 5107, 100.0678, 23.1189, 200, 3, 3, 12809.9646, 57472,57465,57445,
8805, 5086, 85.196, 15.4097, 200, 3, 3, 10042.3381, 57410,57443,57404,
8806, 5167, 30.4144, -2.2823, 100, 4, 3, 11352.0313, NOT,OBSERVED
8807, 5168, 39.1804, 27.2798, 100, 3, 3, 12031.8257, NOT,OBSERVED
8808, 5150, 48.5932, 48.3652, 200, 3, 3, 13578.1558, 57378,57406,57375,
8809, 5149, 65.9356, 60.9641, 200, 3, 3, 12051.7172, 57378,57405,57375,
8810, 5101, 53.4661, 63.3537, 200, 4, 3, 14197.6651, 57378,57404,57374,57407,
8811, 5100, 41.8621, 52.9838, 200, 3, 3, 13665.1308, 57377,57405,57374,
8812, 5155, 96.2087, -4.5822, 200, 3, 3, 10599.2769, 57408,57405,57375,
8813, 5116, 138.75, 22.3166, 211, 6, 6, 21278.7977, 57378,57435,
8814, 5151, 87.9844, 42.4485, 200, 3, 3, 12497.2374, 57377,57389,57405,
8815, 5114, 80.0, 24.5, 421, 7, 6, 34463.1675, NOT,OBSERVED
8816, 5124, 177.5858, 34.449, 321, 3, 6, 11837.7489, 57474,57468,
8817, 5124, 177.5858, 34.449, 421, 6, 6, 26452.0536, NOT,OBSERVED
8879, 5169, 84.14, 10.34, 110, 2, 1, 7078.1041, 57411,57406,
8880, 5169, 84.14, 10.34, 210, 3, 1, 5178.9577, 57413,
8881, 5169, 84.14, 10.34, 310, 1, 1, 5126.0987, NOT,OBSERVED
8882, 5169, 84.14, 10.34, 410, 2, 1, 6082.5622, NOT,OBSERVED
8883, 5169, 84.14, 10.34, 510, 2, 1, 5375.2609, NOT,OBSERVED
8884, 5169, 84.14, 10.34, 610, 2, 1, 5853.4636, NOT,OBSERVED
8885, 5170, 82.34, 11.73, 110, 1, 1, 4902.151, 57409,
8886, 5170, 82.34, 11.73, 210, 2, 1, 3200.7732, 57411,57413,
