plateid, locationid, ra, dec, apgver, vdone, vplan, SN, history
8908, 5177, 92.6163, -6.3748, 100, 3, 3, 14144.0702, 57679,57685,57439,
8909, 5177, 92.6163, -6.3748, 200, 3, 3, 11784.9228, 57440,57706,57711,
8910, 5178, 165.8775, 11.0929, 111, 3, 6, 16129.5303, NOT,OBSERVED
8911, 5179, 143.9769, 55.5453, 111, 6, 6, 30326.8398, 57472,57435,57444,57493,57498,57467,
8912, 5180, 208.8178, 33.0428, 111, 6, 6, 21598.4651, 57857,57499,57495,
8913, 5181, 199.5719, 71.9752, 111, 6, 6, 25043.0929, 57475,57445,57448,57493,57463,57496,
8914, 5182, 225.406, 21.8472, 111, 6, 6, 29951.7838, 57440,57473,57476,57417,57449,57444,
8915, 5182, 225.406, 21.8472, 211, 6, 6, 25609.9244, 57476,57524,57529,57497,57498,57531,
8916, 5183, 191.3922, -2.8383, 111, 3, 3, 13756.1614, 57446,57438,57469,
8917, 5183, 191.3922, -2.8383, 211, 3, 3, 10683.5131, 57473,
8918, 5122, 192.0836, 12.146, 321, 6, 6, 35919.7242, 57472,57475,57449,57492,57465,57468,
8919, 5109, 177.0831, 1.2264, 421, 3, 3, 15385.1695, NOT,OBSERVED
8920, 5184, 243.6284, 51.5538, 111, 6, 6, 34502.1153, 57446,57448,57450,57466,57469,57438,
8921, 5185, 163.25, -3.0667, 111, 6, 6, 25866.0674, 57444,57447,57462,57434,57466,57438,
8922, 5185, 163.25, -3.0667, 211, 6, 6, 21623.8871, 57440,57474,57435,57445,57467,57471,
8923, 5068, 222.5, -7.1, 322, 6, 6, 18553.1253, 57504,57442,57830,57826,57463,57499,57823,
8924, 5127, 126.5, 0.1666, 321, 6, 6, 25469.7785, 57440,57443,57462,57465,57434,57468,
8925, 5127, 126.5, 0.1666, 421, 6, 6, 26448.6776, 57472,57444,57463,57466,57435,57469,
8926, 5116, 138.75, 22.3166, 321, 6, 6, 27845.3703, 57826,57764,58060,57819,57436,57823,
8927, 5116, 138.75, 22.3166, 421, 4, 6, 11269.7736, 58059,58180,58063,
8928, 5178, 165.8775, 11.0929, 111, 3, 6, 16129.5303, 57464,57434,57438,
8929, 5183, 191.3922, -2.8383, 211, 3, 3, 10683.5131, 57450,57447,
8930, 5109, 177.0831, 1.2264, 421, 3, 3, 15385.1695, 57448,57445,57471,
8931, 2305, 193.806167603, 27.9471683502, 100, 1, 1, 6985.7593, 57506,
8932, 2309, 195.461151123, 26.9641628265, 100, 3, 1, 6744.9303, 57762,57788,57789,
8933, 2310, 195.038726807, 27.6461658478, 100, 4, 1, 13263.1934, 57508,57509,57534,57533,
8934, 2311, 195.424530029, 27.7715930939, 100, 2, 1, 7030.8746, 57459,57460,
8935, 2312, 195.772994995, 28.0798358917, 100, 3, 1, 5851.4022, 57809,57811,57813,
8936, 2314, 116.950958252, 31.087097168, 100, 3, 1, 10564.1586, 57715,57692,57693,
8937, 2316, 118.640464783, 29.4693088531, 100, 3, 1, 7479.75833104, 57722,57716,57717,
8938, 2317, 120.899726868, 30.294511795, 100, 4, 1, 5699.2444, 57722,57723,57692,57693,
8939, 2318, 125.559379578, 24.1807003021, 100, 3, 1, 11470.6767, 57488,57484,57485,
8940, 2319, 121.202980042, 25.7462234497, 100, 5, 1, 11686.9824, 57728,57732,57724,57726,57727,
8941, 2320, 121.620582581, 27.2135829926, 100, 2, 1, 7569.3041, 57715,57716,
8942, 2321, 124.261917114, 27.6584758759, 100, 2, 1, 6180.7922, 57481,57476,
8943, 2322, 156.680938721, 35.8188781738, 100, 2, 1, 8235.6528, 57481,57482,
8944, 2323, 149.330444336, 34.4912910461, 100, 2, 1, 6286.26130606, 57756,57749,
8945, 2324, 173.277130127, 47.0574111938, 100, 3, 1, 7959.2118, 57504,57490,57503,
8946, 2325, 170.130828857, 47.5217819214, 100, 2, 1, 5808.8749, 57483,57484,
8947, 2326, 170.594619751, 49.84582901, 100, 2, 1, 5156.4362, 57488,57485,
8948, 2327, 167.072143555, 49.868396759, 100, 2, 1, 6917.8146, 57481,57483,
8949, 2306, 195.222900391, 27.3526935577, 100, 2, 1, 6917.4215, 57458,57452,
8950, 2307, 193.818634033, 26.8252849579, 100, 1, 1, 5029.7153, 57505,
8951, 2308, 194.609573364, 26.8538303375, 100, 2, 1, 4800.752, 58251,57548,
8952, 2313, 205.390686035, 27.3001842499, 100, 1, 1, 5602.2865, 57454,
8959, 5123, 159.5217, 24.6866, 421, 6, 6, 30332.7848, 57473,58091,58097,58068,57498,57852,
8960, 5185, 163.25, -3.0667, 321, 8, 6, 27595.9437, 57792,57795,57734,58119,57737,58123,57827,57850,
8961, 5185, 163.25, -3.0667, 421, 6, 6, 23528.5152, 58146,57828,57735,58120,57738,57794,
8962, 5069, 217.25, 57.5166, 211, 6, 6, 31867.1279, 57474,57492,57495,57464,57468,57471,
8963, 5069, 217.25, 57.5166, 321, 6, 6, 24455.0039, 57472,57475,57496,57465,57499,57469,
8964, 5069, 217.25, 57.5166, 421, 6, 6, 24949.2006, 57473,57476,57505,57466,57498,57502,
8965, 5122, 192.0836, 12.146, 421, 7, 6, 32903.2313, 57504,57473,57496,57530,57499,57533,57534,
8966, 5184, 243.6284, 51.5538, 211, 7, 6, 26694.9153, 57472,57475,57480,57560,57500,57469,57503,
8967, 5184, 243.6284, 51.5538, 321, 6, 6, 24777.5779, 57504,57474,57507,57521,57528,57471,
8968, 5068, 222.5, -7.1, 432, 6, 6, 23440.5791, 57506,57557,57559,57465,57534,57503,
8969, 5125, 242.8204, 23.5698, 321, 6, 6, 24917.347, 57474,57468,57506,57524,57530,57500,
8970, 5125, 242.8204, 23.5698, 421, 6, 6, 27855.5416, 57476,57552,57555,57558,57532,57535,
8971, 5070, 272.6165, 6.3748, 210, 3, 3, 10900.6094, 57832,57826,57852,
8972, 5115, 131.5, 11.8833, 322, 3, 3, 14847.9285, 57492,57468,57463,
8973, 5115, 131.5, 11.8833, 422, 3, 3, 16422.6242, 57464,57496,57469,
8974, 5115, 131.5, 11.8833, 532, 3, 3, 11900.7476, 57472,57496,57499,
8975, 5115, 131.5, 11.8833, 632, 3, 3, 12074.758, 57473,57500,57497,
8976, 5183, 191.3922, -2.8383, 111, 3, 3, 13756.1614, NOT,OBSERVED
8977, 2328, 117.469512939, 33.4551887512, 100, 2, 1, 4179.8246, 57723,57724,
8978, 2329, 249.683639526, 42.072101593, 100, 2, 1, 4009.1032, 57465,57463,
8979, 2330, 243.01512146, 41.7699775696, 100, 1, 1, 6026.4429, 57464,
8980, 2331, 224.842468262, 42.2214508057, 100, 1, 1, 6291.2405, 57492,
8981, 2332, 186.426528931, 36.8654632568, 100, 3, 1, 4935.9276, 58112,58113,58114,
8982, 2333, 202.530700684, 26.6809902191, 100, 3, 1, 6718.9765, 57536,57537,57544,
8983, 2334, 205.250778198, 25.9200973511, 100, 2, 1, 5286.4688, 57811,57814,
8984, 2335, 203.033981323, 28.0337028503, 100, 3, 1, 3864.98074942, 57817,57813,57814,
8985, 2336, 205.234191895, 31.8885917664, 100, 2, 1, 5248.3409, 57860,57861,
8986, 2337, 120.01713562, 28.236536026, 100, 4, 1, 7450.9652, 58072,58073,58074,58077,
8987, 2338, 136.572311401, 27.8193492889, 100, 1, 1, 6948.5119, 57475,
8988, 2340, 186.565948486, 39.9977798462, 100, 3, 1, 5257.524, 58114,58115,58116,
8989, 2341, 176.546600342, 50.4488487244, 100, 4, 1, 7845.6921, 57805,57789,57806,57791,
8990, 2342, 173.449768066, 49.1407394409, 100, 3, 1, 8687.4987, 57857,57858,57859,
8991, 2343, 176.375686646, 52.3515930176, 100, 2, 1, 5203.7621, 57806,57807,
8992, 2344, 173.342880249, 51.1486816406, 100, 3, 1, 5530.4493, 57760,57761,57758,
8993, 2345, 164.854537964, 45.863079071, 100, 3, 1, 7338.6439, 57746,57748,57749,
8994, 2346, 160.837265015, 50.6198692322, 100, 1, 1, 2833.6754, 58102,
8995, 2347, 176.264007568, 54.1734962463, 100, 2, 1, 6908.9322, 57761,57788,
8996, 2348, 173.334457397, 52.8318138123, 100, 1, 1, 5981.6336, 57833,
8997, 2349, 171.019195557, 51.6410522461, 100, 2, 1, 5897.8145, 57756,57758,
8998, 2350, 164.362426758, 48.0123138428, 100, 2, 1, 5495.7048, 58104,58107,
8999, 2351, 164.394805908, 50.0350990295, 100, 2, 1, 5660.9541, 57832,57830,
9000, 2352, 170.979431152, 53.2427177429, 100, 2, 1, 7238.5528, 57846,57839,
9001, 2353, 167.308273315, 51.746509552, 100, 4, 1, 4933.6449, 58112,58108,58110,58111,
9002, 2354, 223.597625732, 31.4636135101, 100, 2, 1, 6925.0859, 57520,57521,
9004, 5187, 284.8065, 17.0163, 110, 3, 3, 11945.6511, 57559,57532,57535,
9005, 5186, 217.993, 50.2091, 111, 3, 3, 10663.2167, 57528,57498,57524,
9006, 5186, 217.993, 50.2091, 211, 6, 6, 27807.1173, 57553,57522,57556,57529,57499,57532,
9007, 5188, 260.3, 57.8, 111, 7, 6, 23157.4462, 57506,58244,57500,57524,57495,57529,57532,
9008, 5188, 260.3, 57.8, 211, 9, 6, 38027.0667, 57537,57892,57889,57552,57886,57558,57527,57530,57534,
9009, 5093, 251.809, -1.949, 310, 2, 1, 6898.5992, 57502,57503,
9010, 5182, 225.406, 21.8472, 421, 6, 6, 31397.3615, 57857,57878,
9011, 5184, 243.6284, 51.5538, 421, 6, 6, 25101.7332, 57536,57522,57555,57530,57533,57502,
9012, 5181, 199.5719, 71.9752, 211, 6, 6, 21713.331, 57522,57529,57528,57497,57500,57503,
9013, 5183, 191.3922, -2.8383, 321, 6, 6, 20444.2543, 57521,57524,57495,57529,57500,57503,
9014, 5183, 191.3922, -2.8383, 421, 7, 6, 22067.1021, 57792,57793,57764,57522,57496,57530,57502,
9015, 5068, 222.5, -7.1, 532, 6, 6, 20244.762, 57505,57830,57825,57558,57848,57823,
9016, 5092, 229.225, 1.065, 741, 1, 3, 939.380390764, NOT,OBSERVED
9017, 5092, 229.225, 1.065, 841, 3, 3, 11084.7327, 57521,57498,57495,
9018, 5165, 178.6976, 19.6108, 321, 6, 6, 24259.8812, 57764,57737,57521,57528,57531,57500,
9019, 5165, 178.6976, 19.6108, 421, 6, 6, 26713.293, 57829,57800,57832,57850,57532,57502,
9020, 5004, 295.6957, 49.9017, 100, 18, 18, 62146.6106, NOT,OBSERVED
9021, 5004, 295.6957, 49.9017, 300, 2, 1, 5613.7704, 57504,57505,
9022, 5009, 297.4999, 47.3985, 200, 1, 1, 5137.5461, 57528,
9023, 5009, 297.4999, 47.3985, 300, 2, 1, 8498.1882, 57529,57530,
9024, 2355, 222.873840332, 33.7845153809, 100, 5, 1, 11363.9919, 57833,57834,57837,57838,57839,
9025, 2356, 245.974365234, 29.0611457825, 100, 3, 1, 6722.5175, 57569,57570,57572,
9026, 2357, 249.61491394, 44.2072906494, 100, 5, 1, 8735.6087, 57512,57513,57514,57515,57511,
9027, 2358, 245.554229736, 31.6657066345, 100, 7, 1, 7052.1783, 57538,57518,57519,57520,57521,57522,57524,
9028, 2359, 243.747833252, 29.7413539886, 100, 3, 1, 7645.6056, 57576,57574,57575,
9029, 2360, 247.518753052, 42.4255561829, 100, 2, 1, 5849.7, 57510,57511,
9030, 2361, 242.269042969, 30.2753067017, 100, 2, 1, 10361.0657, 58288,58287,
9031, 2362, 240.886032104, 44.6807556152, 100, 1, 1, 4910.6501, 57516,
9032, 2363, 240.771377563, 31.0260276794, 100, 2, 1, 6098.7643, 58281,58282,
9033, 2364, 222.849395752, 46.6006889343, 100, 4, 1, 8069.0506, 57816,57817,57814,57815,
9034, 2365, 226.336044312, 46.4727630615, 100, 2, 1, 5421.5707, 57848,57849,
9035, 2366, 236.244567871, 44.687046051, 100, 4, 1, 10146.1552, 57568,57569,57548,57550,
9036, 2367, 239.384719849, 43.52602005, 100, 4, 1, 8731.5613, 57544,57537,57538,57552,
9037, 2368, 234.452209473, 43.3856163025, 100, 1, 1, 5582.8859, 57863,
9038, 2369, 237.548355103, 42.3915367126, 100, 3, 1, 7904.7522, 57864,57865,57867,
9039, 2370, 229.354705811, 33.3524665833, 100, 2, 1, 11607.8649, 57536,57537,
9040, 2371, 244.141082764, 27.4339771271, 100, 2, 1, 5629.5708, 58249,58250,
9041, 2372, 235.861480713, 29.6614456177, 100, 3, 1, 7312.9183, 57521,57522,57518,
9042, 2373, 233.654312134, 28.0875053406, 100, 2, 1, 5297.6313, 57512,57511,
9043, 2374, 231.03137207, 28.6185340881, 100, 2, 1, 12853.3831, 57921,57922,
9044, 2375, 230.375030518, 30.5165481567, 100, 2, 1, 5969.9062, 57861,57862,
9045, 2376, 227.312011719, 31.1863555908, 100, 2, 1, 7614.8554, 57900,57901,
9046, 2377, 244.676956177, 25.5707912445, 100, 4, 1, 8364.0786, 58226,58227,58230,58231,
9047, 2378, 246.628067017, 26.6450233459, 100, 2, 1, 6797.9589, 57573,57574,
9048, 2379, 245.08291626, 24.4216804504, 100, 4, 1, 8256.5764, 57875,57874,57867,57870,
9049, 2380, 247.002563477, 25.265789032, 100, 2, 1, 7374.3588, 57512,57513,
9050, 2381, 245.408050537, 22.8313541412, 100, 5, 1, 12130.8026, 57811,57580,57805,57806,57807,
9063, 5186, 217.993, 50.2091, 321, 8, 6, 22883.1191, 57792,57793,57796,58118,57734,57801,57770,58097,
9064, 5178, 165.8775, 11.0929, 211, 6, 6, 30722.6572, 57794,57820,57790,
9065, 5178, 165.8775, 11.0929, 321, 7, 6, 40101.0315, 57795,57827,57830,57791,
9066, 5182, 225.406, 21.8472, 321, 6, 6, 27860.1331, 57764,57552,57554,57556,57559,57560,
9067, 5181, 199.5719, 71.9752, 321, 6, 6, 23304.0843, 57824,57795,57801,57770,57819,57820,
9068, 5181, 199.5719, 71.9752, 421, 6, 6, 20408.9532, 57827,57831,57848,57851,57820,57854,
9069, 5199, 11.8325, 85.251, 100, 12, 11, 35483.2861, 58150,57822,
9070, 5200, 230.1333, 2.0889, 100, 1, 1, 4979.6217, 57551,
9071, 5188, 260.3, 57.8, 321, 8, 6, 38579.8921, 57795,57862,57553,57555,57558,57560,57916,57821,
9072, 5188, 260.3, 57.8, 421, 7, 6, 34185.5532, 57825,57827,57830,57554,57557,57559,57822,
9073, 5201, 281.9, -25.3, 110, 1, 1, 4051.3511, 57554,
9074, 5201, 281.9, -25.3, 210, 2, 1, 5570.5672, 57557,57558,
9075, 5201, 281.9, -25.3, 310, 2, 1, 3776.2713, 57859,57559,
9079, 5012, 287.3999, 42.884, 200, 1, 1, 4779.0406, 57553,
9080, 5014, 299.6499, 44.8714, 200, 3, 1, 6544.906, 57549,57550,57551,
9081, 5067, 11.86667, 85.305, 200, 8, 1, 29277.3753, NOT,OBSERVED
9082, 5067, 11.86667, 85.305, 200, 8, 1, 29277.3753, 57789,
9083, 5067, 11.86667, 85.305, 200, 8, 1, 29277.3753, 57887,
9084, 5067, 11.86667, 85.305, 200, 8, 1, 29277.3753, 57556,
9085, 2382, 259.732452393, 27.8200969696, 100, 4, 1, 14080.4949, 57552,57551,
9086, 2383, 242.989517212, 24.6965141296, 100, 3, 1, 13786.9595, 58257,
9087, 2384, 241.153091431, 23.1622028351, 100, 4, 1, 17085.626, 58274,58277,
9088, 2385, 242.618606567, 26.1058139801, 100, 4, 1, 14977.3165, 57876,57877,
9089, 2386, 241.187774658, 24.8469390869, 100, 5, 1, 12292.9188, 58281,
9090, 2387, 242.285430908, 28.0948429108, 100, 5, 1, 12977.2653, 58288,
9091, 2388, 240.971542358, 26.620634079, 100, 2, 1, 5407.2153, 58251,58252,
9092, 2389, 239.544265747, 25.2361984253, 100, 6, 1, 15460.5303, 58280,58281,
9093, 2390, 240.945510864, 28.4974479675, 100, 4, 1, 10577.4238, NOT,OBSERVED
9094, 2391, 239.321853638, 26.9706439972, 100, 8, 1, 12986.5081497, 58225,58226,
9095, 2392, 243.097213745, 23.1246109009, 100, 2, 1, 8011.5006, 57874,57875,
9096, 5203, 280.14704, -5.2774, 100, 2, 1, 7376.225, 57555,57556,
9097, 5202, 290.1, -28.7, 110, 5, 1, 4996.7371, 57875,57881,57867,57877,57879,
9098, 5202, 290.1, -28.7, 210, 2, 1, 5001.5296, 57890,57887,
9099, 5202, 290.1, -28.7, 310, 1, 1, 4495.671, 57920,
9110, 5190, 284.6302, -9.7765, 110, 3, 3, 11060.577, 57649,57890,57883,
9111, 5190, 284.6302, -9.7765, 210, 3, 3, 9828.1211, 57892,57650,57884,
9112, 5189, 273.8823, -4.2713, 110, 3, 3, 11493.7994, 57880,57851,57854,
9113, 5189, 273.8823, -4.2713, 210, 4, 3, 9839.1876, 57881,57852,57853,57884,
9114, 5189, 273.8823, -4.2713, 320, 4, 3, 9912.7307, 57888,57914,57891,57919,
9115, 5189, 273.8823, -4.2713, 420, 3, 3, 9755.0722, 57889,57922,57915,
9116, 5191, 288.6869, -1.7859, 110, 3, 3, 13104.113, 57673,57650,57676,
9117, 5191, 288.6869, -1.7859, 210, 6, 3, 11616.7824, 57896,57897,57674,57675,57902,57909,
9118, 5204, 298.80339, 28.1979, 100, 1, 1, 5051.4069, 57679,
9119, 5205, 321.869, 7.0502, 100, 3, 3, 13653.8103, 57921,57677,58270,
9120, 5156, 277.9979, 3.6788, 210, 3, 3, 10549.3846, 57881,57916,57919,
9121, 5059, 294.0431, -4.5068, 210, 3, 3, 10359.9924, 57921,57917,58030,
9122, 5035, 285.943, 32.9599, 210, 3, 3, 10866.1189, 57850,57884,57853,
9123, 5134, 319.5814, 32.1493, 210, 8, 3, 15004.2363, 58245,58250,58251,58252,58061,58254,58253,57942,
9124, 5152, 315.1348, 55.3166, 210, 3, 3, 12568.1195, 57676,57649,57652,
9125, 5131, 240.4999, 6.1666, 421, 6, 6, 27732.9317, 57856,57891,57859,
9126, 5147, 291.7, 0.92, 310, 4, 1, 4649.8462, 57864,57865,57894,57895,
9127, 5013, 284.2792, 41.1869, 200, 1, 1, 6351.682, 57643,
9128, 5014, 299.6499, 44.8714, 300, 1, 1, 6379.0769, 57645,
9129, 5015, 296.1292, 43.5167, 200, 2, 1, 6178.067, 57648,57645,
9130, 5015, 296.1292, 43.5167, 300, 1, 1, 6877.5731, 57649,
9131, 5019, 297.9375, 40.9965, 200, 1, 1, 6099.6945, 57648,
9132, 5021, 291.5541, 38.1605, 310, 1, 1, 6329.0757, 57645,
9133, 5021, 291.5541, 38.1605, 410, 5, 1, 7234.1298, 57848,57856,57843,57845,57846,
9134, 5021, 291.5541, 38.1605, 510, 1, 1, 7222.291, 57648,
9135, 5067, 11.86667, 85.305, 200, 8, 1, 29277.3753, 58295,
9181, 2382, 119.185348511, 37.8789520264, 100, 4, 1, 14080.4949, 57688,57687,
9182, 2383, 119.800369263, 40.011390686, 100, 3, 1, 13786.9595, 57690,57691,
9183, 2384, 121.546447754, 38.5530700684, 100, 4, 1, 17085.626, 57728,57727,
9184, 2385, 119.343971252, 31.8443927765, 100, 4, 1, 14977.3165, 57784,57785,
9185, 2386, 257.254852295, 33.6953544617, 100, 5, 1, 12292.9188, 57896,57875,57878,57879,
9186, 2387, 259.244598389, 30.3690929413, 100, 5, 1, 12977.2653, 57932,57933,57934,58007,
9187, 2388, 311.572211914, -6.01996235627, 100, 2, 1, 5407.2153, NOT,OBSERVED
9188, 2389, 49.0722119141, -7.27927197354, 100, 6, 1, 15460.5303, 58048,58049,58045,58047,
9189, 2390, 51.8722119141, -6.86974472225, 100, 4, 1, 10577.4238, 58051,58052,58070,58071,
9190, 2391, 53.0622119141, -6.70229737022, 100, 8, 1, 12986.5081497, 58018,58022,58028,58041,58042,58043,
9191, 2392, 312.25307, 0.0, 100, 2, 1, 8011.5006, NOT,OBSERVED
9192, 2393, 45.11307, 3.55939123476e-10, 100, 6, 1, 33405.2854189, 58016,57785,57786,57787,58014,58015,
9193, 2394, 45.76307, -9.10544536958e-10, 100, 7, 1, 11329.1409, 57776,57778,57779,57780,57691,57692,57693,
9194, 2395, 46.32307, 4.7732005368e-09, 100, 4, 1, 6227.57, 57779,57780,57782,57783,
9195, 2396, 28.8144970703, 13.6860276443, 100, 2, 1, 9332.0882, 57659,57662,
9196, 2397, 261.300567627, 53.9029769897, 100, 2, 1, 4951.5469, 57897,57898,
9243, 5218, 1.6241, 0.8556, 100, 3, 3, 11752.5715, 58033,57677,57654,
9244, 5215, 35.763908, 57.73485, 100, 10, 6, 49228.7653, 57762,58084,57765,57734,58056,58039,58061,57681,58007,58010,
9245, 5216, 37.1726, 61.4056, 100, 2, 1, 10667.2235, 57764,57710,
9246, 5216, 37.1726, 61.4056, 200, 1, 1, 6863.5791, 57650,
9247, 5216, 37.1726, 61.4056, 300, 1, 1, 5914.4292, 57677,
9248, 5216, 37.1726, 61.4056, 400, 1, 1, 5985.0555, 57762,
9249, 5216, 37.1726, 61.4056, 500, 2, 1, 7884.8292, 58008,57766,
9250, 5216, 37.1726, 61.4056, 600, 1, 1, 7093.4881, 58037,
9251, 5217, 43.37, 60.8982, 100, 1, 1, 6307.012, 58007,
9252, 5217, 43.37, 60.8982, 200, 1, 1, 8332.0592, 58008,
9253, 5217, 43.37, 60.8982, 300, 1, 1, 6455.6069, 58009,
9255, 5217, 43.37, 60.8982, 500, 1, 1, 5922.6261, 58029,
9256, 5217, 43.37, 60.8982, 600, 1, 1, 5592.7703, 58039,
9257, 5220, 55.45, 24.7, 100, 3, 3, 12261.3665, 57764,57684,58037,
9258, 5221, 64.75, 27.65, 100, 6, 3, 24662.0817, 58007,57682,58036,58039,58009,58010,
9259, 5222, 68.48, 23.65, 100, 3, 3, 14738.6112, 57712,58010,57683,
9260, 5219, 353.8745, 40.0878, 100, 3, 3, 17419.4558, 57648,57651,57645,
9261, 5153, 328.3787, 46.634, 210, 3, 3, 12255.6294, 57680,57676,57653,
9262, 5074, 335.6848, 66.7601, 210, 3, 3, 13281.0832, 57648,57675,57651,
9263, 5041, 313.497, 63.7074, 320, 3, 3, 15507.2139, 57673,57707,57676,
9264, 5199, 11.8325, 85.251, 100, 12, 11, 35483.2861, 57672,58009,57645,58054,57709,
9287, 5223, 67.0, 25.9, 100, 3, 3, 10220.3309, 57737,57710,57761,
9288, 5224, 69.45, 24.75, 100, 3, 3, 12606.0175, 57738,57765,57711,
9289, 5225, 7.8237, 54.757, 100, 19, 22, 76824.3155466, 58054,58028,58061,58006,
9290, 5226, 53.4486, 46.1645, 100, 22, 22, 91115.5666735, 57760,58114,57732,58054,57734,57735,57706,58087,58063,58032,58068,58006,58143,57788,57789,58085,
9291, 5227, 25.149, 31.7171, 100, 3, 3, 13122.5493, 57712,57738,57735,
9292, 5195, 322.8131, 59.6351, 110, 3, 3, 12713.0491, 57736,57706,57733,
9293, 5004, 295.6957, 49.9017, 100, 18, 18, 62146.6106, 58028,58053,
9294, 5192, 295.7406, 11.3801, 110, 3, 3, 8671.3685, 57940,57908,57903,
9295, 5187, 284.8065, 17.0163, 210, 3, 3, 8294.5056, 57905,57914,57941,
9296, 5041, 313.497, 63.7074, 420, 0, 3, 0.0, NOT,OBSERVED
9297, 5153, 328.3787, 46.634, 320, 4, 3, 13857.7781, 57738,58007,58029,57735,
9298, 5152, 315.1348, 55.3166, 320, 7, 3, 15568.432, 58060,58054,57927,58057,57899,57900,57940,
9299, 5152, 315.1348, 55.3166, 420, 3, 3, 11027.4033, 57923,58059,58063,
9300, 5141, 333.426, 41.8427, 210, 3, 3, 13709.9866, 57922,58029,57919,
9301, 5040, 340.2536, 44.9861, 320, 3, 3, 13959.3599, 57682,57707,57732,
9302, 5040, 340.2536, 44.9861, 420, 3, 3, 11956.7569, 58008,58033,57708,
9303, 5095, 349.8753, 52.3671, 210, 3, 3, 15608.9326, 58008,57681,57706,
9304, 5010, 294.1249, 46.0047, 400, 1, 1, 5500.4368, 57708,
9305, 5110, 322.493, 12.1671, 421, 3, 3, 12416.6014, 57922,58055,57919,
9306, 5193, 292.2576, 30.2936, 110, 3, 3, 10706.1734, 57880,57891,57860,
9307, 5193, 292.2576, 30.2936, 210, 3, 3, 9528.7337, 57915,57918,57862,
9308, 5215, 35.763908, 57.73485, 100, 10, 6, 49228.7653, NOT,OBSERVED
9466, 5196, 335.6682, 50.1296, 110, 3, 3, 16154.3708876, 57737,57708,57734,
9467, 5166, 103.3465, -0.9506, 200, 3, 3, 14139.5918, 57682,57707,57710,
9468, 5240, 84.1, -2.2, 110, 2, 1, 8393.6333, 57794,57795,
9469, 5240, 84.1, -2.2, 210, 2, 1, 8857.3417, 58033,58037,
9470, 5240, 84.1, -2.2, 310, 1, 1, 5319.7793, 58038,
9471, 5241, 84.0, 0.7, 100, 1, 1, 5674.0241, 57683,
9472, 5241, 84.0, 0.7, 200, 1, 1, 5562.8564, 57684,
9473, 5241, 84.0, 0.7, 300, 1, 1, 5764.2718, 57707,
9474, 5241, 84.0, 0.7, 400, 1, 1, 5402.0345, 57708,
9475, 5242, 82.5, -1.5, 110, 2, 1, 6797.9924, 57732,57734,
9476, 5242, 82.5, -1.5, 210, 1, 1, 6396.1748, 57764,
9477, 5242, 82.5, -1.5, 310, 1, 1, 6476.2099, 57796,
9478, 5243, 80.7, -1.8, 110, 1, 1, 5855.9812, 57708,
9479, 5243, 80.7, -1.8, 210, 1, 1, 4425.5084, 57713,
9480, 5243, 80.7, -1.8, 310, 1, 1, 5104.752, NOT,OBSERVED
9481, 5244, 84.1001, -5.1003, 110, 5, 5, 20314.1726, NOT,OBSERVED
9482, 5245, 86.6, 8.99, 110, 1, 1, 5669.4697, 57685,
9483, 5226, 53.4486, 46.1645, 100, 22, 22, 91115.5666735, NOT,OBSERVED
9484, 2398, 120.013656616, 34.2393188477, 100, 2, 1, 8937.1971, 58052,58047,
9485, 2399, 120.807998657, 36.7461547852, 100, 2, 1, 6987.1674, 57779,57780,
9486, 2400, 122.09538269, 40.5269699097, 100, 1, 1, 5466.6165, 57785,
9487, 2401, 123.410003662, 45.4919204712, 100, 2, 1, 10795.6726, 57787,57828,
9488, 2402, 126.540077209, 20.7220897675, 100, 1, 1, 8663.0188, 57837,
9489, 2403, 124.673027039, 20.5542011261, 100, 1, 1, 5748.4212, 58103,
9490, 2404, 122.0990448, 19.9374656677, 100, 2, 1, 4934.6176, 57722,57723,
9491, 2405, 119.576156616, 19.3794555664, 100, 1, 1, 5266.5775, 57782,
9492, 2406, 117.330879211, 18.7473258972, 100, 1, 1, 7781.6593, 57783,
9493, 2407, 129.559051514, 22.9713783264, 100, 2, 1, 7696.1922, 57834,57835,
9494, 2408, 127.106376648, 22.5940055847, 100, 1, 1, 9044.9089, 57829,
9495, 2409, 122.76374054, 22.0328712463, 100, 2, 1, 11222.6859, 58099,58100,
9496, 2410, 120.382606506, 21.5510749817, 100, 1, 1, 7331.2711, 58082,
9497, 2411, 117.836837769, 20.793548584, 100, 1, 1, 8266.1496, 57786,
9498, 2412, 118.538467407, 23.2296466827, 100, 4, 1, 8873.7756, 58048,58049,58044,58046,
9499, 2413, 119.270614624, 25.4162197113, 100, 1, 1, 5011.5727, 58081,
9500, 2414, 132.725296021, 25.1438407898, 100, 1, 1, 8996.6502, 57831,
9501, 2415, 130.059616089, 24.9431800842, 100, 2, 1, 5924.9907, 57760,57758,
9502, 2416, 128.075958252, 24.5559101105, 100, 2, 1, 9559.9402, 57838,57839,
9503, 2417, 120.880401611, 23.9156017303, 100, 1, 1, 6566.3898, 58079,
9504, 2418, 122.548187256, 28.9833316803, 100, 4, 1, 12852.6719, 58051,58071,57862,57863,
9505, 2419, 138.926208496, 28.1384277344, 100, 4, 1, 7471.7986, 57788,57789,57806,57807,
9506, 2420, 133.800643921, 27.2129459381, 100, 1, 1, 6941.6425, 57746,
